label,intensidade,simetria
0,145.43529411764706,148.57254901960783
0,118.5764705882353,137.1137254901961
0,127.6,134.0470588235294
0,138.04705882352943,151.00392156862745
0,146.2156862745098,122.50196078431372
0,128.07450980392156,157.65490196078431
0,136.9764705882353,156.3843137254902
0,131.24313725490197,140.54117647058823
0,142.94509803921568,145.42745098039217
0,129.09803921568627,141.83529411764704
0,128.87058823529412,148.06274509803922
0,130.61176470588236,146.4313725490196
0,129.3921568627451,122.65882352941176
0,137.51764705882354,118.17254901960783
0,157.80392156862746,143.41176470588235
0,126.28627450980392,119.6313725490196
0,131.41960784313724,126.70588235294117
0,140.28235294117647,121.1843137254902
0,148.41960784313724,149.81176470588235
0,136.99607843137255,157.31764705882352
0,140.16470588235293,132.87843137254902
0,154.2549019607843,151.24705882352941
0,126.56862745098039,140.3843137254902
0,129.64313725490197,148.7372549019608
0,132.5843137254902,132.14117647058825
0,127.16078431372549,154.55686274509804
0,151.49803921568628,139.81960784313725
0,135.7019607843137,138.0392156862745
0,145.4156862745098,142.12549019607843
0,134.79607843137254,150.99607843137255
0,147.81176470588235,139.52156862745096
0,136.4156862745098,142.7372549019608
0,154.3921568627451,148.29019607843136
0,135.67843137254903,118.47058823529412
0,136.72549019607843,135.2549019607843
0,157.16470588235293,144.4470588235294
0,129.92156862745097,145.9686274509804
0,141.8235294117647,160.4470588235294
0,147.66666666666666,136.48627450980393
0,125.41176470588235,138.16470588235296
0,142.3764705882353,133.6392156862745
0,155.4470588235294,130.25882352941176
0,144.82745098039214,137.72549019607843
0,134.54901960784315,132.61960784313726
0,136.45490196078433,138.4156862745098
0,132.77254901960785,155.84313725490196
0,151.50980392156862,129.42745098039217
0,139.06666666666666,140.55686274509804
0,123.54901960784314,153.01960784313724
0,123.52156862745097,118.3843137254902
0,120.43529411764706,137.60784313725492
0,150.0392156862745,126.33725490196079
0,123.32156862745099,151.9137254901961
0,143.0705882352941,140.70588235294116
0,133.3921568627451,127.2627450980392
0,118.90980392156862,139.43529411764706
0,141.2,121.65490196078431
0,146.72549019607843,146.5254901960784
0,142.38039215686274,156.7294117647059
0,116.3921568627451,131.39607843137256
0,122.2392156862745,150.39999999999998
0,151.91764705882352,142.97254901960784
0,142.04705882352943,145.2
0,129.10196078431372,156.24313725490197
0,122.84705882352941,129.79607843137254
0,154.10588235294117,149.5686274509804
0,127.88627450980393,120.57254901960783
0,145.53725490196078,134.98823529411766
0,131.93333333333334,139.38039215686274
0,133.1843137254902,137.1921568627451
0,138.37254901960785,115.09803921568627
0,123.70588235294117,143.2627450980392
0,128.37254901960785,150.99607843137255
0,141.23529411764707,121.67843137254903
0,134.1607843137255,123.83529411764707
0,141.5686274509804,116.49411764705883
0,133.30196078431374,154.50980392156862
0,142.22745098039215,137.5137254901961
0,153.62745098039215,145.9686274509804
0,133.7686274509804,118.13333333333333
0,123.87450980392157,141.2549019607843
0,139.81176470588235,125.49803921568628
0,129.75294117647059,131.32549019607842
0,125.86666666666666,156.47843137254904
0,150.40392156862745,155.52941176470588
0,152.46274509803922,153.2549019607843
0,123.43137254901961,118.31372549019608
0,130.93725490196078,157.57647058823528
0,115.31764705882352,142.06274509803922
0,143.68235294117648,122.21960784313725
0,124.23529411764706,126.61176470588236
0,129.1921568627451,135.89019607843136
0,114.32941176470588,130.90196078431373
0,124.26274509803922,126.60392156862746
0,115.89803921568627,144.56470588235294
0,136.45490196078433,139.7019607843137
0,138.24705882352941,130.7450980392157
0,152.5843137254902,147.34117647058824
0,121.54509803921569,149.90588235294118
0,118.07843137254902,151.85882352941178
0,121.3529411764706,123.67843137254901
0,128.41960784313724,131.77254901960782
0,137.6235294117647,158.61176470588236
0,118.29019607843138,126.3529411764706
0,127.19607843137256,153.49019607843138
0,123.91764705882353,139.74901960784314
0,153.04705882352943,129.1764705882353
0,138.45882352941177,144.8078431372549
0,128.61960784313726,118.58823529411765
0,130.3686274509804,151.1843137254902
0,129.7019607843137,147.30980392156863
0,119.60392156862746,129.58431372549018
0,157.2941176470588,134.98039215686276
0,145.6705882352941,119.75686274509805
0,128.2235294117647,131.39607843137256
0,140.23529411764707,148.08627450980393
0,132.1764705882353,154.4549019607843
0,140.8,146.75294117647059
0,156.6156862745098,134.3607843137255
0,121.18039215686275,131.05882352941177
0,120.43137254901961,149.9294117647059
0,155.8,147.7098039215686
0,134.85882352941175,126.078431372549
0,140.10196078431372,137.71764705882353
0,121.94117647058823,135.14509803921567
0,150.58039215686276,127.81960784313725
0,133.38039215686274,129.9764705882353
0,156.13333333333333,133.6156862745098
0,140.97254901960784,133.05882352941177
0,120.8078431372549,131.80392156862746
0,118.05098039215686,129.01960784313727
0,145.01176470588234,133.60784313725492
0,134.07450980392156,137.74901960784314
0,157.06666666666666,135.24705882352941
0,118.07058823529412,134.8
0,151.58039215686276,130.0313725490196
0,141.21960784313725,142.98823529411766
0,128.35686274509803,157.45098039215685
0,122.03529411764706,140.18823529411765
0,112.87843137254902,137.67058823529413
0,144.90980392156862,122.11764705882354
0,128.31764705882352,156.75294117647059
0,138.2156862745098,128.35294117647058
0,142.37254901960785,147.2627450980392
0,122.27058823529411,127.52156862745099
0,118.69411764705882,130.75294117647059
0,136.27058823529413,147.38039215686274
0,120.58431372549019,153.6470588235294
0,124.71764705882353,129.81960784313725
0,138.30196078431374,150.0
0,148.33333333333334,138.18823529411765
0,124.49411764705883,119.36470588235294
0,130.05882352941177,153.29411764705884
0,148.8078431372549,120.70588235294117
0,121.41176470588235,133.29411764705884
0,151.4156862745098,132.47058823529412
0,158.1921568627451,140.76862745098038
0,138.41960784313724,116.96470588235294
0,143.93725490196078,154.30588235294118
0,131.27843137254902,135.1058823529412
0,138.98039215686273,141.89019607843136
0,118.73725490196078,135.08235294117648
0,150.4470588235294,155.1607843137255
0,142.6,121.27058823529413
0,142.25098039215686,126.83921568627451
0,142.93333333333334,147.02745098039216
0,120.61960784313726,136.69019607843137
0,154.82745098039214,130.65098039215687
0,150.90588235294118,132.96470588235294
0,114.95294117647059,146.0078431372549
0,130.2980392156863,134.22745098039215
0,151.1607843137255,120.32156862745097
0,119.25882352941177,129.85098039215688
0,131.33333333333334,135.58431372549018
0,140.98431372549018,118.16470588235295
0,145.06274509803922,142.5176470588235
0,118.10196078431373,139.32549019607842
0,114.87450980392157,147.97647058823532
0,150.49411764705883,148.50196078431372
0,144.73333333333332,153.34117647058824
0,121.52549019607844,123.38823529411765
0,144.4156862745098,123.79607843137256
0,149.01568627450982,143.68627450980392
0,131.61960784313726,142.7764705882353
0,128.05098039215687,120.8313725490196
0,116.05098039215686,133.75686274509803
0,155.35294117647058,126.8156862745098
0,131.68235294117648,155.51372549019607
0,155.05882352941177,142.47843137254904
0,142.53333333333333,128.86274509803923
0,137.32549019607842,134.76862745098038
0,126.80392156862744,116.50980392156862
0,126.07843137254902,121.91372549019607
0,142.57647058823528,143.7019607843137
0,135.75294117647059,130.90980392156862
0,136.57647058823528,154.24313725490197
0,125.7607843137255,143.02745098039216
0,145.64313725490197,135.76470588235296
0,143.05882352941177,122.4156862745098
0,128.13725490196077,125.65490196078431
0,152.58039215686276,133.74901960784314
0,115.00784313725491,144.24313725490197
0,144.74117647058824,156.25882352941176
0,131.06274509803922,144.52549019607844
0,152.6,148.90196078431373
0,147.0705882352941,158.50980392156862
0,152.7019607843137,131.01960784313724
0,127.7764705882353,132.19607843137254
0,137.72549019607843,157.5686274509804
0,124.32941176470588,149.9686274509804
0,141.65882352941176,153.94509803921568
0,129.3921568627451,131.06666666666666
0,138.25098039215686,154.98039215686276
0,147.70980392156864,132.09411764705882
0,144.0392156862745,118.07843137254902
0,121.99215686274509,147.6470588235294
0,135.31764705882352,144.45490196078433
0,137.8392156862745,127.85098039215686
0,121.03137254901961,153.89803921568628
0,133.45490196078433,155.49019607843138
0,150.3294117647059,150.79215686274512
0,141.1607843137255,122.4235294117647
0,123.72941176470589,149.1843137254902
0,133.8235294117647,148.8392156862745
0,156.06666666666666,142.23529411764707
0,141.0392156862745,130.078431372549
0,117.2156862745098,148.7294117647059
0,158.85098039215686,142.30588235294118
0,133.69803921568626,161.00392156862745
0,137.07843137254903,159.70980392156864
0,122.81176470588235,154.53333333333333
0,129.6392156862745,144.3372549019608
0,140.53333333333333,142.57254901960783
0,125.74117647058823,119.41960784313726
0,149.84313725490196,150.078431372549
0,120.2,136.4313725490196
0,126.50588235294117,145.87450980392157
0,153.25882352941176,136.69803921568626
0,140.16862745098038,143.27843137254902
0,122.13333333333334,148.48627450980393
0,149.94509803921568,131.89803921568628
0,145.86666666666667,123.07450980392157
0,125.21960784313725,144.64313725490194
0,125.87058823529412,148.078431372549
0,136.06666666666666,138.27450980392155
0,124.8156862745098,134.60392156862744
0,122.8156862745098,130.09411764705882
0,126.2078431372549,130.8392156862745
0,128.2627450980392,149.1764705882353
0,124.43529411764706,154.90196078431373
0,131.27843137254902,143.73333333333335
0,125.32941176470588,128.0313725490196
0,133.28235294117647,122.99607843137255
0,119.53725490196078,154.0862745098039
0,135.09411764705882,127.9921568627451
0,136.3843137254902,138.3686274509804
0,120.86666666666666,136.15686274509804
0,112.5921568627451,135.71764705882353
0,127.23137254901961,158.61960784313726
0,129.87058823529412,150.76078431372548
0,154.0705882352941,136.87058823529412
0,119.60392156862746,152.99607843137255
0,124.8078431372549,154.7372549019608
0,126.71372549019608,137.33333333333331
0,152.0705882352941,131.36470588235295
0,115.95686274509804,137.87450980392157
0,146.38823529411764,144.3764705882353
0,130.2980392156863,159.81176470588235
0,134.53725490196078,145.51372549019607
0,117.67843137254901,137.06666666666666
0,124.19607843137256,146.52549019607844
0,132.0,117.73333333333333
0,119.69411764705882,131.23921568627452
0,120.98823529411764,149.1058823529412
0,140.69019607843137,141.86666666666667
0,139.04705882352943,118.53333333333333
0,133.99607843137255,133.5372549019608
0,112.74509803921569,135.66274509803924
0,134.10196078431372,147.00392156862745
0,120.07843137254902,131.52941176470588
0,118.58823529411765,140.34509803921569
0,148.69803921568626,144.32941176470587
0,143.26666666666668,131.64705882352942
0,119.72156862745098,149.08235294117645
0,136.78039215686275,160.48627450980393
0,137.06666666666666,117.49803921568628
0,146.07450980392156,121.65490196078431
0,119.94901960784314,135.74117647058824
0,154.01960784313727,144.87843137254902
0,134.08235294117648,149.53725490196078
0,143.22745098039215,126.35294117647058
0,128.38823529411764,116.37647058823529
0,145.49019607843138,148.0156862745098
0,131.05490196078432,122.02352941176471
0,132.65490196078431,128.0313725490196
0,139.30980392156863,149.34901960784313
0,120.61960784313726,145.30980392156863
0,127.29019607843138,129.49803921568628
0,151.54901960784315,149.1137254901961
0,146.79607843137254,126.09411764705882
0,145.4078431372549,159.1058823529412
0,116.03921568627452,135.90588235294118
0,117.3921568627451,126.98823529411764
0,131.07843137254903,126.94901960784314
0,132.6156862745098,129.83529411764707
0,138.09019607843138,116.95686274509805
0,115.87843137254902,135.2156862745098
0,144.53333333333333,147.89019607843136
0,139.2156862745098,131.1921568627451
0,151.2549019607843,133.1450980392157
0,138.0313725490196,122.70588235294119
0,144.54901960784315,130.14901960784314
0,123.04313725490196,147.02745098039216
0,139.36470588235295,138.11764705882354
0,136.72156862745098,133.2156862745098
0,127.13333333333334,134.3450980392157
0,152.1607843137255,143.9607843137255
0,140.22745098039215,131.86666666666667
0,131.6156862745098,144.31372549019608
0,143.9764705882353,139.1607843137255
0,128.9764705882353,152.59607843137255
0,130.28235294117647,148.8862745098039
0,132.07843137254903,116.50196078431372
0,149.3843137254902,152.17254901960786
0,118.6313725490196,151.65490196078431
0,119.37647058823529,121.84313725490196
0,151.32156862745097,136.3372549019608
0,132.10980392156864,157.35686274509803
0,124.74901960784314,140.32156862745097
0,140.05882352941177,150.54901960784315
0,127.72941176470589,127.30980392156863
0,152.07450980392156,139.36470588235295
0,139.49803921568628,133.87450980392157
0,120.28627450980392,140.0156862745098
0,150.19607843137254,129.6392156862745
0,133.07450980392156,140.49411764705883
0,140.29019607843136,133.51372549019607
0,131.12156862745098,130.10980392156864
0,127.90588235294118,143.49803921568628
0,117.74117647058823,127.61568627450981
0,122.44705882352942,139.6313725490196
0,153.0313725490196,141.79607843137254
0,148.3607843137255,154.4470588235294
0,136.15686274509804,114.90196078431373
0,154.18823529411765,139.6235294117647
0,130.78823529411764,124.8235294117647
0,131.85098039215686,118.7607843137255
0,122.62745098039215,137.37254901960785
0,122.30196078431372,121.76470588235294
0,142.28235294117647,146.28235294117647
0,126.8156862745098,117.93725490196078
0,137.26666666666668,148.11764705882354
0,120.8,127.28627450980392
0,140.31372549019608,145.5921568627451
0,126.32156862745099,159.38823529411764
0,132.4156862745098,138.8549019607843
0,138.6156862745098,152.72156862745098
0,126.89803921568627,156.71372549019608
0,158.4078431372549,143.40392156862745
0,135.69019607843137,127.12941176470588
0,142.86666666666667,119.52156862745099
0,121.3921568627451,139.9686274509804
0,153.54901960784315,130.23529411764707
0,130.9686274509804,146.86274509803923
0,139.67843137254903,139.49803921568628
0,120.05098039215686,152.87058823529412
0,143.94509803921568,143.09803921568627
0,136.19607843137254,131.64705882352942
0,122.61176470588235,147.77254901960785
0,136.12941176470588,117.83529411764707
0,128.2078431372549,131.45098039215685
0,126.12156862745098,127.97647058823529
0,137.25098039215686,119.46666666666667
0,146.13333333333333,121.28627450980392
0,120.61960784313726,143.5607843137255
0,135.94117647058823,147.88235294117646
0,149.71372549019608,145.30196078431374
0,149.67843137254903,146.7372549019608
0,124.89411764705882,142.64313725490197
0,146.75686274509803,126.4470588235294
0,145.94509803921568,141.75686274509803
0,137.27058823529413,158.76862745098038
0,144.2980392156863,129.85882352941178
0,129.21176470588236,154.76078431372548
0,118.52549019607844,134.52549019607844
0,128.92156862745097,120.29803921568627
0,116.48627450980392,128.91764705882352
0,150.1137254901961,123.09803921568627
0,124.66666666666667,151.4745098039216
0,147.3372549019608,141.67843137254903
0,139.3607843137255,154.69803921568626
0,129.1137254901961,160.25098039215686
0,154.56470588235294,143.1764705882353
0,127.2078431372549,156.97254901960787
0,120.69803921568628,123.72549019607843
0,139.2941176470588,115.77254901960785
0,148.0705882352941,150.90980392156865
0,128.45490196078433,126.17254901960786
0,140.52549019607844,138.10196078431372
0,140.74901960784314,135.94509803921568
0,130.96470588235294,151.09803921568627
0,136.64313725490197,149.89019607843136
0,128.12549019607843,138.69803921568626
0,136.63529411764705,135.6705882352941
0,124.19607843137256,143.69411764705882
0,126.6470588235294,154.0392156862745
0,133.1607843137255,126.47843137254903
0,136.18039215686275,147.89803921568625
0,121.87843137254902,149.78823529411764
0,131.8156862745098,118.25098039215686
0,126.03529411764706,149.76470588235293
0,113.76470588235294,143.82745098039214
0,120.09019607843138,138.79215686274512
0,115.72156862745098,127.9764705882353
0,142.1450980392157,143.30980392156863
0,131.41960784313724,119.71764705882353
0,137.51372549019607,127.83529411764707
0,124.29411764705883,125.2156862745098
0,136.06274509803922,138.7843137254902
0,113.51372549019608,134.25098039215686
0,135.0,119.80392156862746
0,150.91372549019607,152.95686274509805
0,139.94901960784313,137.77254901960782
0,131.1764705882353,136.98039215686276
0,114.94117647058823,138.15686274509804
1,44.70196078431373,69.27058823529413
1,59.85098039215686,83.44313725490196
1,48.55294117647059,79.04313725490195
1,69.43529411764706,72.87843137254902
1,51.54117647058823,84.61176470588235
1,46.674509803921566,80.4
1,48.09803921568628,79.08235294117648
1,46.819607843137256,78.14117647058823
1,56.51764705882353,79.01176470588236
1,63.15294117647059,62.86274509803921
1,48.02745098039216,77.78823529411764
1,47.8235294117647,82.16470588235293
1,52.227450980392156,69.70980392156864
1,48.12549019607843,72.88627450980391
1,60.870588235294115,69.74117647058824
1,48.831372549019605,78.8313725490196
1,52.64705882352941,72.66666666666667
1,53.78431372549019,75.52941176470588
1,45.94117647058823,75.65490196078431
1,63.63529411764706,73.50588235294117
1,51.627450980392155,82.08627450980393
